"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"CPNE2",0.614642802537936,9.44400717601452,7.12161502330076,1.4696871220222e-10,2.93707785791625e-09,13.6463355177296
"LILRB1",-1.55177039083391,7.26940570938188,-7.11974787738473,1.48309969412372e-10,2.95728097137854e-09,13.6374496889125
"FOXA3",0.802035678413902,9.3797913037689,7.11092086802824,1.548168976678e-10,3.07598133140266e-09,13.5954520830311
"ADA",-0.698648354851947,8.24725935601078,-7.11053751763734,1.55105811026517e-10,3.07598133140266e-09,13.5936285525716
"GALNT12",0.896710597014164,10.3641143684779,7.11028873121523,1.55293595643248e-10,3.07598133140266e-09,13.5924451368476
"PPP1R15A",-0.718562618988581,8.48699714673831,-7.10338560043126,1.60594921280758e-10,3.1700241668344e-09,13.5596141688086
"BACH1",-0.555524465531963,9.73534046897032,-7.10318762130251,1.60749577989815e-10,3.1700241668344e-09,13.5586727468055
"KIAA1324",0.905169029954175,8.7785995388077,7.1007033740191,1.62702806925437e-10,3.2014906162713e-09,13.5468605065124
"VWF",-0.802028392290408,9.31998434993386,-7.09967734228622,1.63516366812657e-10,3.21005013272026e-09,13.5419822768018
"FGFR2",0.921253266982506,7.49236463436354,7.09925188781376,1.63854898989518e-10,3.21005013272026e-09,13.5399595387077
"IFITM1",-0.516768988272867,12.5876603825854,-7.09614637227051,1.66347072304645e-10,3.25175838066263e-09,13.5251962195916
"CCR2",-0.843070325636154,7.80194021494391,-7.08905342552029,1.72180918007904e-10,3.35634815051084e-09,13.4914851852351
"ALDH7A1",0.395246330171792,9.26398963453067,7.08873533431202,1.72447241062771e-10,3.35634815051084e-09,13.4899736417058
"SPAG4",-0.938530004802064,8.0476003799455,-7.08520048601614,1.75434421723032e-10,3.40708107957984e-09,13.4731778690767
"CA4",1.27430564631044,10.703800463138,7.0827061288598,1.77573121648568e-10,3.43952014468556e-09,13.4613276735106
"TPST1",-0.761938511208236,7.42636243551829,-7.0822960924074,1.77927157448295e-10,3.43952014468556e-09,13.4593798065609
"FRMD3",0.577877027112963,8.78780960551269,7.08191448995606,1.78257270985602e-10,3.43952014468556e-09,13.4575670487715
"CLRN3",0.771270040457161,11.2322257626634,7.08113579452925,1.78932782549538e-10,3.44512946702369e-09,13.453868049632
"STIL",0.46983797546874,8.28829199091284,7.07523066593628,1.8413866423616e-10,3.53775420795352e-09,13.4258216799666
"XAF1",-0.697734123273026,8.97199515548719,-7.06463096917011,1.93862452384952e-10,3.71659643726441e-09,13.3754983848963
"C14orf1",0.404323442957213,9.8008131195338,7.06220668577955,1.96156933129957e-10,3.75254919297543e-09,13.3639924183911
"SLITRK6",1.01480025235676,6.70439338534308,7.05606255702633,2.02093311537709e-10,3.85787082771239e-09,13.3348376011632
"SP110",-0.533660502009492,9.7822627497224,-7.05519493739368,2.02945813724026e-10,3.86590185164086e-09,13.3307213121744
"FBN1",-1.25944450587647,7.04774178902287,-7.04905138212171,2.0908512303614e-10,3.97439300752136e-09,13.3015790962832
"AIFM3",0.833941869553105,7.70949165086104,7.04418904255369,2.14074251033463e-10,4.0606075625055e-09,13.2785205364137
"S1PR4",-0.845305584779196,7.2258359454205,-7.04169283316686,2.16681188429676e-10,4.1013671881837e-09,13.2666849376973
"SLC15A3",-0.700781729332407,8.35297876453689,-7.035124807574,2.23691781636476e-10,4.22513190082567e-09,13.2355499891826
"PGM1",0.377288993825933,10.7729123056394,7.03452815926097,2.24339658961879e-10,4.22844835091727e-09,13.2327221428995
"LOX",-0.938699729788874,6.98496309507444,-7.0325339012014,2.26518667671196e-10,4.26054964634499e-09,13.2232708497138
"SHROOM3",0.578654620919889,9.71472438933949,7.02076811672752,2.39807896025231e-10,4.50104841323668e-09,13.1675286173586
"ACOT9",-0.427659059785756,9.5310244749891,-7.01272680083166,2.49331845428052e-10,4.67001676175178e-09,13.1294501865232
"PHF21A",-0.563079004863543,7.89482156033329,-7.01018301218352,2.52421954469556e-10,4.71802454773682e-09,13.1174076087288
"CTSB",-0.4823052792067,12.4950988882581,-7.00634268311085,2.57159067202108e-10,4.79655235137599e-09,13.0992299366404
"FCGR2B",-1.02546000979143,8.12734446046764,-7.00563715809304,2.58038870741611e-10,4.80295636122586e-09,13.0958908066314
"MORF4L2",-0.194914138336919,12.4661401668576,-7.00448317098343,2.59484346635137e-10,4.81984098635763e-09,13.0904294336172
"UBLCP1",-0.345170368752473,9.73211083466069,-7.00215137891558,2.62429655324478e-10,4.86445694434794e-09,13.0793949215757
"COL6A2",-0.996135674993901,10.5413906116478,-7.00085279526992,2.64084240041796e-10,4.88467484649011e-09,13.0732503150074
"DLG1",0.428909815071013,9.42392026310303,7.00044062643899,2.64611560432001e-10,4.88467484649011e-09,13.0713001074651
"CTSK",-0.931456675976118,10.3824926255887,-6.99758853406733,2.68289158777381e-10,4.94237209574874e-09,13.0578063155066
"TMEM140",-0.683641875870401,8.57802905205248,-6.9941515306508,2.72788284990202e-10,5.01493535013816e-09,13.0415477445302
"ERMP1",0.372331383362188,9.07738927544628,6.99197401026391,2.75677304747147e-10,5.05766169959264e-09,13.0312485365234
"BGN",-0.755190573742472,8.82298949165114,-6.98726125071501,2.8203412954156e-10,5.1637046253284e-09,13.0089620232822
"NEDD4L",0.772824066438057,9.72864934816958,6.98526818962176,2.84765964293944e-10,5.20308097617077e-09,12.9995384721053
"FGL2",-0.734540095819618,9.97691317884757,-6.98316518943641,2.87676909473481e-10,5.2455628727415e-09,12.9895961295871
"TOX3",0.631267494727799,10.4767011220233,6.97985301400231,2.92321451593569e-10,5.31941860999436e-09,12.973939303002
"PIM1",-0.585791006279258,9.32387032424143,-6.97662055692009,2.96925797739035e-10,5.39224476096871e-09,12.9586618214977
"EPS8L3",0.576435960236325,10.5428945128398,6.97418098567232,3.00448243697817e-10,5.44516827090396e-09,12.947133382064
"SERINC5",0.410364027989646,10.908411893646,6.97160972670616,3.04205633101689e-10,5.50212733971601e-09,12.9349841731078
"KIAA1522",0.737895788491818,9.38904107255451,6.97052579353741,3.05803498507401e-10,5.5198764559209e-09,12.9298630566936
"GOT1",0.466912056616293,10.077235074769,6.96861291614065,3.08643644898576e-10,5.55993270176449e-09,12.9208262203089
"ADGRE5",-0.549143216016437,10.1276405226108,-6.95990072863604,3.21913071404171e-10,5.78732475558544e-09,12.8796790691103
"LAMP3",-1.25722737042066,9.06677265097034,-6.95515348727776,3.29379746723845e-10,5.90969313109936e-09,12.8572657786751
"BATF",-0.748877678275958,8.2953064352248,-6.95119918091435,3.35729996445258e-10,6.01158131634879e-09,12.8386003273712
"ST3GAL4",0.785417875723246,9.16128675597174,6.94961308467145,3.38311054721958e-10,6.04570633318501e-09,12.8311145586086
"ZDHHC17",-0.488861692529279,8.69633796980597,-6.93819238151555,3.57485217827775e-10,6.37562779922724e-09,12.77723111057
"CMAS",0.601704952668717,9.59673096481264,6.93213453932037,3.68088523302481e-10,6.5516830002527e-09,12.748662711793
"TRIM2",0.719970287016301,9.87403738331696,6.92931311042114,3.73132717772859e-10,6.62828813932621e-09,12.735360070997
"MFSD4A",1.52239901877067,8.58463293493382,6.92844396325335,3.74700338390898e-10,6.64295471210635e-09,12.7312625538561
"SAMD13",0.781795659338362,8.04171825799127,6.92383740221264,3.83118389675828e-10,6.77877261416538e-09,12.709548398613
"ITGB2",-1.08266683269372,9.18662577245291,-6.92122740493299,3.87970736007947e-10,6.85108875636914e-09,12.6972478297955
"DCBLD1",-0.512762514087299,8.15902181741601,-6.91836945481343,3.93353876571152e-10,6.93247491523922e-09,12.6837805980479
"PRKAR1A",-0.358862756193638,11.7611180151127,-6.91657708225696,3.96767596007523e-10,6.97890036749578e-09,12.6753355981536
"DBI",0.310773196779958,12.0719293482026,6.90166252551362,4.26334955478443e-10,7.48426834587941e-09,12.6050942040936
"RHOG",-0.454975196680522,10.6999947131549,-6.8991492994802,4.31527710912063e-10,7.56060194871957e-09,12.5932633270495
"HES6",1.09959136098926,7.3936978833264,6.8961645182184,4.37776172767548e-10,7.65509780232003e-09,12.5792146501533
"ZDHHC13",0.354018803045415,9.34625670630886,6.89459115609905,4.41105880022652e-10,7.69828644023938e-09,12.5718100817925
"CYP2J2",0.729259750181168,8.59455926963365,6.8813631436664,4.70110219656782e-10,8.18851516845753e-09,12.5095805161322
"THAP10",0.575049078775667,7.63349280989246,6.878896252118,4.75724433724701e-10,8.27021525269368e-09,12.497980125215
"IFI44L",-1.30958752244718,6.90459725686681,-6.87616493255512,4.82017885923963e-10,8.36338397805666e-09,12.4851380438489
"TSPAN6",0.771091171414108,10.2359957958808,6.87192372612733,4.91954105888499e-10,8.51927487431283e-09,12.4652004769871
"MX1",-0.656989405458798,9.09746753414125,-6.86695686656118,5.03848365394002e-10,8.70840620728282e-09,12.4418573753212
"TNF",-0.877227362805919,7.18128870539459,-6.86624009925066,5.05588166259509e-10,8.72163940755566e-09,12.4384892418445
"FTL",-0.365252700540327,13.7353052879638,-6.86327818204808,5.12840872377395e-10,8.82973909691312e-09,12.4245723736507
"RHBDL2",0.817011837295657,8.60920294221645,6.85983994240087,5.21389160437891e-10,8.95968743454979e-09,12.4084202099003
"TLE3",-0.657337148751554,7.9154486433743,-6.85913002754332,5.23171667316009e-10,8.97309566567093e-09,12.4050855404667
"NFKB2",-0.604382317750459,8.83676962993674,-6.85536986629691,5.32714022689337e-10,9.11928995246201e-09,12.3874251152438
"SLC22A15",-0.534051400300538,6.71587800772101,-6.85227813658571,5.40688960630084e-10,9.23814554297928e-09,12.3729067857038
"CALCRL",-0.917086509690398,7.83652539422113,-6.85163147501285,5.42371869634856e-10,9.2492482835064e-09,12.3698704574242
"HCLS1",-0.983879321605756,10.057548396708,-6.84797870370631,5.51975861997713e-10,9.39513287540975e-09,12.3527212477277
"SNAPC1",-0.586838786529056,7.75677717718842,-6.8450648307161,5.59757644510053e-10,9.50950700436149e-09,12.3390434642891
"OGFRL1",-0.597854671742347,7.58739495416358,-6.84002519958346,5.73473587936137e-10,9.72407013786409e-09,12.315392383291
"IL13RA2",-1.7760497024164,7.89498029318634,-6.83464687986418,5.88478322360854e-10,9.95963406445506e-09,12.2901589142959
"AP1M1",-0.438562511607793,8.82131703296861,-6.82817234027274,6.07057501308539e-10,1.02546902060667e-08,12.259792035312
"SNCA",-0.629983154263723,7.32934607373397,-6.82756483666421,6.08830284391981e-10,1.02652684296825e-08,12.2569432687727
"NRDC",-0.331696227980471,10.1334460212025,-6.82603034565794,6.133309971869e-10,1.03217150710795e-08,12.2497479982854
"PRRX1",-0.783918738582523,7.3741843317252,-6.82475961148076,6.17083013233286e-10,1.03653737663745e-08,12.2437899442157
"SPAG1",0.556735421083135,9.12727090399243,6.82161093089175,6.26478075852199e-10,1.05034797998216e-08,12.2290285893292
"FRMD6",-0.645976337014515,7.47313292141401,-6.82116785944448,6.27811427443266e-10,1.05061602054197e-08,12.2269516252331
"RIN2",-0.477034156647869,10.3918478132478,-6.82044881096794,6.29981266404479e-10,1.05228027576853e-08,12.2235810837934
"IL10RA",-0.829028808024066,9.28917048800532,-6.81906750016512,6.34170426165236e-10,1.05730499542968e-08,12.2171065560939
"VAV1",-0.812034330347814,7.90029508595498,-6.81641198992159,6.42301491806444e-10,1.06887086545411e-08,12.2046609247041
"CXCL16",-0.517015338188915,9.74003536140562,-6.81385279746461,6.5023522904921e-10,1.08006604929083e-08,12.1926684123706
"ARHGEF9",0.589587979937082,7.34960149923631,6.81075499492476,6.59968536945346e-10,1.09345353735025e-08,12.1781541855526
"OAZ2",-0.421349535104244,9.33643924161071,-6.81051216048777,6.60737589306921e-10,1.09345353735025e-08,12.1770165299398
"ACACA",0.687222233586433,8.60531744782782,6.80364928539169,6.82842690180531e-10,1.12795029615983e-08,12.1448708815957
"FIBIN",-1.03324176708524,7.46861891230047,-6.80169142061203,6.89281990577193e-10,1.13649017709717e-08,12.1357024763216
"SGSM3",0.294963284803613,8.91555706528856,6.80063887137853,6.92768558156188e-10,1.14013913624492e-08,12.1307739436475
"BATF3",-0.583525037703655,7.57286950468994,-6.79701056335058,7.049216142427e-10,1.15801159858989e-08,12.1137866767799
"PHF11",-0.384238982007013,9.79623795929373,-6.79607698347843,7.08082622184285e-10,1.15836940896278e-08,12.1094163254879
"RAB24",-0.572217569647972,9.53564368143653,-6.79600174946059,7.08337966844608e-10,1.15836940896278e-08,12.1090641435622
"STEAP1",-0.61414424187218,9.66303316067464,-6.79580065578074,7.09020927188206e-10,1.15836940896278e-08,12.1081228005013
"DDIT4",-0.77560389379579,10.9125832878257,-6.79121819714977,7.24761813413425e-10,1.18192941994361e-08,12.0866746020676
"ATL1",0.5594738033658,7.99987420435671,6.78904400197986,7.3235070104402e-10,1.19213378662675e-08,12.0765001776286
"ID1",0.552586659311134,11.986402446178,6.7840471677914,7.50091096381005e-10,1.21879593210511e-08,12.0531214864491
"CDR2L",-0.578251962696701,7.07061224255231,-6.78345758956604,7.52212134948936e-10,1.22002812394888e-08,12.0503634528349
"IFI6",-0.775898171629376,9.97170099330974,-6.78272087794313,7.54870835385627e-10,1.2221263271623e-08,12.0469172591212
"TMEM45B",0.578155016733629,12.0359582365259,6.78049519149365,7.62959663216331e-10,1.23299239436386e-08,12.0365067854978
"TMEM125",0.610751078030317,9.58605417061494,6.77733871194136,7.74578524119756e-10,1.2495137885485e-08,12.0217448046353
"KRT6A",-1.48955220817359,7.02309923226071,-6.77613728022264,7.79046788582697e-10,1.25446149247858e-08,12.0161267211769
"RGS4",-1.03918956747175,7.03809474750392,-6.77569312274066,7.80705110329827e-10,1.25487483891974e-08,12.0140498660112
"DYRK2",0.362574050846061,9.19765339452525,6.77183389526787,7.95261841777072e-10,1.27598194792655e-08,11.9960064977185
"EHD1",-0.648564629369275,9.43938157728679,-6.76968094188396,8.03498978653639e-10,1.28689201357532e-08,11.9859423003148
"LAMC1",-0.561113098115973,8.81442556203399,-6.76643966540199,8.16059452693787e-10,1.30467504999419e-08,11.9707929063749
"BOD1L1",-0.421972597579998,8.880566158413,-6.76306110695883,8.29358686016712e-10,1.32357367484984e-08,11.9550047900535
"PCNX1",-1.06223585306651,7.26756197854821,-6.76230614844323,8.32359660537609e-10,1.32599929551481e-08,11.9514772514992
"STAT1",-0.534390154879239,12.0857356003922,-6.75999622825137,8.41608512675953e-10,1.33835186749339e-08,11.9406850909943
"DUSP14",-0.532774196185578,7.62649981646432,-6.75659036972941,8.55431224697737e-10,1.35738466132143e-08,11.9247751538847
"ZWINT",0.40417540129255,10.0824523060511,6.75630261174846,8.56609330555802e-10,1.35738466132143e-08,11.9234310766016
"STX19",0.915091406989817,8.67640357721274,6.7498433762542,8.83480443991629e-10,1.39749123940937e-08,11.8932666094747
"CDK14",-0.738583785894522,8.20098112730091,-6.74175438529503,9.18310058851968e-10,1.45002292008848e-08,11.8555066998126
"TBC1D15",-0.259256472644977,9.53097327515347,-6.74074074045184,9.22769281747693e-10,1.45449883441674e-08,11.8507761590343
"SAMD4A",-0.67783745089561,8.42231375790085,-6.73316186860382,9.56795939283569e-10,1.50548225736481e-08,11.8154152113817
"BIN2",-1.31593087151947,7.50444518734845,-6.72540077563175,9.92926713930055e-10,1.55959173154663e-08,11.7792198338152
"TRPS1",-0.744074767518083,6.94429278817965,-6.72289697186271,1.00486826849744e-09,1.5755841695022e-08,11.7675462661848
"CLDN3",0.812529306535864,11.3765066955952,6.72086415519152,1.0146678992964e-09,1.58816812979033e-08,11.7580698237243
"LNX2",0.493215023543981,9.58108879623576,6.71305239123129,1.05321357104476e-09,1.6456232288942e-08,11.7216637338421
"CCDC3",-1.47979435373786,7.79985749508051,-6.70508938749163,1.09399571905784e-09,1.70636649350607e-08,11.6845695790327
"BAZ1A",-0.470224564568974,9.96296769093533,-6.70335004439277,1.10310939377048e-09,1.71603790359247e-08,11.6764694357727
"CEACAM7",1.37323580201753,12.1746929862646,6.70289701295641,1.10549545160434e-09,1.71603790359247e-08,11.6743597956902
"GBP4",-0.654097214676758,8.45877123369899,-6.70281148943154,1.10594646528857e-09,1.71603790359247e-08,11.673961542847
"TP53INP2",0.511278829212305,9.92942109893693,6.69536951393104,1.1458970360808e-09,1.77495089343103e-08,11.6393144135184
"BHLHE22",-0.679887061662687,7.33108307638465,-6.69187201173245,1.1651623129604e-09,1.79988857556812e-08,11.6230364614453
"CXCL10",-1.41358576076572,10.1472478345572,-6.69171810487359,1.16601739509607e-09,1.79988857556812e-08,11.6223202292316
"IER3",-0.686263272618372,12.1115587166584,-6.69041129483577,1.17330287243933e-09,1.80801731789144e-08,11.6162390197543
"AAED1",-0.543202336860242,7.9911641787145,-6.68962922263371,1.17768444283973e-09,1.81165099944056e-08,11.612599885591
"PRSS8",0.713441800832725,11.3044923237876,6.68680354303906,1.19365061338252e-09,1.83306242566273e-08,11.5994528239002
"MXRA5",-1.10060049855064,10.6339164901763,-6.68474080291266,1.20544085761098e-09,1.84799862982724e-08,11.5898568582122
"RIPK2",-0.687345735255364,7.32701903672016,-6.68335889976731,1.21340390212565e-09,1.85702651892837e-08,11.5834288220214
"GNA14",0.455410792573392,8.04781064160449,6.68065868551364,1.22911396090046e-09,1.87785960613341e-08,11.5708700441642
"FOXA2",1.27352668538714,7.78652051284294,6.67692058584433,1.25119494008525e-09,1.90833872207551e-08,11.5534872888908
"CNN2",-0.396840892405112,9.88797961131717,-6.67410824071172,1.26806560812527e-09,1.93078084856216e-08,11.540411936563
"TSPAN13",0.299220568493918,12.4117922384778,6.6693083239044,1.29738035681732e-09,1.97206219602469e-08,11.5181007885215
"CTTNBP2NL",0.331261031680605,9.79721077312787,6.66839836382589,1.3030128756863e-09,1.9759384029177e-08,11.5138717853988
"COL5A1",-0.723718771864643,8.25720382499682,-6.6681838083044,1.30434446121341e-09,1.9759384029177e-08,11.5128746800132
"CHMP4C",0.669796142170857,9.78121088024888,6.66442016690652,1.32792257123987e-09,2.00723290898619e-08,11.4953859216692
"OAZ1",-0.293064052920474,13.4323898250783,-6.66417289372766,1.32948633422184e-09,2.00723290898619e-08,11.494237036369
"SLC16A10",-0.739693681507378,6.64511289280464,-6.66073904165691,1.35139124244812e-09,2.03686966222862e-08,11.4782843322882
"TRIM22",-0.667002376360407,10.5224060175013,-6.65913171962925,1.36176675139034e-09,2.04905844120969e-08,11.4708182754092
"MKRN1",0.262454466601483,10.9786356213441,6.65601151837931,1.38213347159122e-09,2.07621492804635e-08,11.456326866895
"AFG3L2",0.535722798736301,10.755379582715,6.64911457311669,1.42822705090954e-09,2.14186210834055e-08,11.4243042702675
"BDKRB2",-0.505849385699562,8.8918877683433,-6.64837034136815,1.43329083193714e-09,2.14586167530656e-08,11.4208495731884
"MPC2",0.399119468025979,10.9633165423689,6.63666319730725,1.51532231135127e-09,2.26459412628937e-08,11.3665254662979
"CD53",-1.02869769723961,11.2732094239415,-6.63633953172625,1.51765494892620e-09,2.26459412628937e-08,11.3650241123819
"PHLDA1",-0.862182468490656,10.6745819956746,-6.62907130275487,1.5709815535831e-09,2.34026586509643e-08,11.3313173517661
"RGS5",-1.00535235961223,8.62398108289473,-6.62336435180685,1.61414758902084e-09,2.4005753097182e-08,11.3048613351882
"FNDC3A",-0.386327531342029,10.5782923490846,-6.61646512315928,1.66789949587544e-09,2.47640202099051e-08,11.2728902764886
"FLI1",-0.861679692263833,8.13026566509684,-6.61189510469297,1.70447472239159e-09,2.5265169188033e-08,11.2517200761766
"TUBA1A",-0.707764928663224,10.8710235236958,-6.61016855490971,1.71849817957289e-09,2.543093256482e-08,11.2437235034948
"GPR183",-1.04497387273179,8.89882261729911,-6.5978656243375,1.82178130858931e-09,2.6914864778548e-08,11.1867661745778
"AOAH",-0.636589113688216,8.01683792108107,-6.5962185037846,1.83606654487514e-09,2.70812253315769e-08,11.1791439234622
"SLC44A4",0.823465722341472,11.4625632074329,6.59509927612973,1.84583655485115e-09,2.71805504532605e-08,11.1739649952659
"ZNF185",-0.611851120296177,8.20148000755258,-6.59360918012266,1.85892374154948e-09,2.73283156947332e-08,11.1670705180149
"C9orf152",0.772303976020229,9.82858514093928,6.59318991226875,1.86262258142333e-09,2.73283273221896e-08,11.1651307334529
"MIS18A",0.374922483204382,8.30498100013462,6.5929175410498,1.86502937494224e-09,2.73283273221896e-08,11.1638706072827
"RNF213",-0.748129511050107,10.247636936209,-6.58040124581217,1.97900804629363e-09,2.895107686024e-08,11.1059864510889
"DBN1",-0.578333585045098,7.67319344346823,-6.57478145774551,2.03239783533041e-09,2.96836179766936e-08,11.0800109705493
"SGTB",-0.666673603757633,7.91887756746238,-6.57293903018216,2.05020938433273e-09,2.98949912344151e-08,11.0714969457522
"FAT4",-0.584524037974154,7.12320551136089,-6.5718468425795,2.06084076541615e-09,3.00011501996273e-08,11.0664503016167
"SDC2",-0.654628514786924,8.29712959051444,-6.56763383232248,2.10236309032604e-09,3.05366922552285e-08,11.0469865172958
"ITLN1",1.7433301321586,12.4058328454193,6.56742428192887,2.10444980693354e-09,3.05366922552285e-08,11.0460185419842
"PLIN2",-0.580518438790574,9.39590114972014,-6.557382879217,2.20687811820011e-09,3.19711647123715e-08,10.999648957481
"NAPEPLD",0.458450703561758,9.19619977869967,6.55255220890216,2.25789354180693e-09,3.26573842969264e-08,10.9773519283736
"GNAI1",-0.541142666912137,8.16322568748836,-6.55195072947036,2.26432662397342e-09,3.26976068781193e-08,10.9745761330442
"TNFSF15",-0.787218251701802,7.09217004703777,-6.54952601691376,2.29044412700783e-09,3.30214915766523e-08,10.9633872628052
"PRKACB",0.392152173838927,11.3110546591534,6.54447370548304,2.34582444547398e-09,3.37655406114607e-08,10.940078702966
"SH3BP5",-0.674939269956756,8.25433156664147,-6.54376206518269,2.35373055966228e-09,3.37982200586278e-08,10.9367961769946
"KLHL21",-1.01728749699491,6.66511388003604,-6.54359010262145,2.35564495884997e-09,3.37982200586278e-08,10.9360030008923
"GIPC2",0.754466002083178,8.97538633547626,6.53544733749692,2.44807830159411e-09,3.50682320546753e-08,10.8984542671514
"MOB3A",-0.634192553718463,9.50825477363788,-6.53082622971948,2.50211956186462e-09,3.57851061299903e-08,10.8771534290197
"SLC16A4",-1.37306258644303,7.38908368352821,-6.52637678435039,2.55526637820045e-09,3.64869216651175e-08,10.8566496765545
"YPEL3",-0.687921014973986,9.36066276540922,-6.52072852052048,2.62434147714835e-09,3.74135816001739e-08,10.8306298099728
"CCDC69",-0.78911352622213,8.48824454065615,-6.51928106464224,2.64233794757156e-09,3.75277608939446e-08,10.8239632972782
"RASSF2",-0.896394372752614,8.90084274906506,-6.5192649363707,2.64253915834638e-09,3.75277608939446e-08,10.8238890191019
"CALU",-0.384341604348197,9.64909061726949,-6.51907375682572,2.64492540199699e-09,3.75277608939446e-08,10.8230085542983
"PRC1",0.484296132530871,9.14868730733196,6.51776283262417,2.66134538643725e-09,3.77009893113491e-08,10.8169714642834
"RPL22L1",-0.516951757952408,9.82939886904285,-6.51179931122862,2.7373214338225e-09,3.87160170568924e-08,10.7895144423527
"PIP5K1B",0.551251730036687,10.252222412338,6.50804364264455,2.78626450060513e-09,3.93460979083876e-08,10.7722280310278
"SYNGR2",0.319231681949014,11.7652036284231,6.50624549550161,2.81000257287574e-09,3.96188236770968e-08,10.7639530571074
"LNX1",0.682318123413389,8.83454409079557,6.50371605025675,2.84373329203117e-09,4.0031358747728e-08,10.7523142824755
"PIM2",-1.08128062821667,10.2254773513707,-6.50172304863088,2.87059183282414e-09,4.03460104855173e-08,10.7431451665959
"MRAP2",0.752736093886806,9.09978329068804,6.49980227140742,2.89671409001029e-09,4.06391693590062e-08,10.7343094261236
"ECI1",0.456211337007472,9.39755981253083,6.49952324904805,2.90052822745504e-09,4.06391693590062e-08,10.7330259887825
"LRR1",0.319847648105949,9.02411623964318,6.49751918845954,2.92806917021791e-09,4.09609426265015e-08,10.7238084482741
"RHOH",-1.07828304666104,8.98427052486302,-6.49329161992344,2.98701671813245e-09,4.1720375471825e-08,10.7043678817051
"SCD",0.664111852306117,9.04752946244149,6.4877810000407,3.06561727547216e-09,4.27515131889443e-08,10.6790350253761
"CPQ",-0.470914337544107,8.34953964838222,-6.48585566264186,3.09355797857403e-09,4.30740662242198e-08,10.6701861593817
"NRBF2",-0.319651538585076,9.13353228496863,-6.48349339837262,3.12818318732915e-09,4.34885467021085e-08,10.659330659893
"TMEM119",-0.817474267793139,8.09845812288489,-6.47670680533603,3.2298020780104e-09,4.48316558208172e-08,10.6281528153967
"ARID5A",-0.609300319088128,7.76445282528242,-6.47048110857382,3.32588569751573e-09,4.60938926468395e-08,10.5995636745595
"GLCE",0.433358292668121,8.92000302119464,6.46939532520233,3.34292970664975e-09,4.62585002529138e-08,10.5945787989962
"SP100",-0.429910761131171,9.73245385951292,-6.46696587914953,3.38137879116177e-09,4.67183399957891e-08,10.5834263747907
"SFMBT2",-0.685777512603174,7.60435802179621,-6.46609912629699,3.39520168344299e-09,4.68370426376965e-08,10.5794479494378
"CDX1",0.588156004940663,10.5991876549988,6.4622098886561,3.4579169535501e-09,4.76288161309755e-08,10.5615989512532
"CLDN7",0.575591869869886,12.3639418415686,6.46059101239407,3.48435780145536e-09,4.79192863232409e-08,10.5541707126521
"FOXD2",0.628809716077623,6.79341275866229,6.4566048115294,3.55031778505445e-09,4.87515262723812e-08,10.5358832807315
"VIPR1",1.06018027446095,8.54738738976207,6.45379377964543,3.59757192464062e-09,4.93247495272702e-08,10.5229899888504
"PLPP6",0.310145255842011,8.64065029316408,6.45285571756167,3.61347875729274e-09,4.94670876361497e-08,10.5186879246474
"IL17RB",0.500184027488746,8.24363197635567,6.44832949718553,3.69121166968492e-09,5.04540734025787e-08,10.4979338182129
"MVD",0.576474968242669,7.32434268949246,6.4444764975746,3.75868199136037e-09,5.12979876046485e-08,10.4802714424245
"TMEM43",-0.318499837476636,9.51502525732213,-6.44382427278696,3.77022306299078e-09,5.13771797305274e-08,10.4772820438719
"DNAJB9",-0.634405937426706,10.0173821296683,-6.44334447961605,3.77873529818286e-09,5.14149196422965e-08,10.4750830471578
"C1RL",-0.320144159960642,9.45912200633625,-6.44285764841665,3.78739179233029e-09,5.14545048812339e-08,10.4728518638403
"FST",-0.817087776952605,7.60838124683098,-6.43965725043682,3.84478848343496e-09,5.21551383215048e-08,10.4581859654364
"NR3C1",-0.642837715340643,9.42585858117346,-6.43871692457124,3.86181514341559e-09,5.23068547337364e-08,10.453877481868
"NDFIP2",0.50270591990714,10.5507871013449,6.4376274616837,3.88163536264535e-09,5.24958933561387e-08,10.4488859972416
"UNG",0.406402006992492,9.03338241505528,6.43700975833409,3.89291760329479e-09,5.25690668209627e-08,10.4460560844404
"MXRA7",-0.594323256901274,9.74706551346559,-6.43617559068214,3.90820492201206e-09,5.26960220885151e-08,10.4422346549324
"PROM2",0.784140989646096,8.73321133116046,6.43410795947501,3.94635321976637e-09,5.30978893470701e-08,10.4327634678686
"TP53INP1",-0.87845517581289,10.461494415205,-6.43391829569237,3.94987091535225e-09,5.30978893470701e-08,10.4318947401074
"IER5",-0.413560324155875,10.1325059581142,-6.42249692004405,4.16750823495034e-09,5.59395820502405e-08,10.3796006577764
"PRDM1",-0.638593256908211,8.80821265086303,-6.41539925930369,4.30867642975639e-09,5.77478743646841e-08,10.3471229656929
"CCM2",-0.364025659510947,9.06299510065528,-6.4109912256369,4.39871489543221e-09,5.88665089070322e-08,10.3269602002377
"CLEC1A",-0.677390828611829,6.95012948989672,-6.4094187589393,4.4312814704405e-09,5.92138253803788e-08,10.3197690087014
"NMI",-0.420494341223177,10.5263590573915,-6.40808065105398,4.45918170845427e-09,5.94978447627288e-08,10.3136501738943
"TC2N",0.569532647039298,10.1366934485837,6.40305276718952,4.56557411122227e-09,6.0826763419305e-08,10.290663755924
