"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"PNMA1",-0.199953675272651,9.71780155936072,-2.90679823256266,0.00446890634416359,0.0118198282124953,-2.89491205346339
"DNAJC5",0.158514778525274,9.02838070358307,2.90604451272643,0.00447885740994097,0.0118413756795596,-2.89693707340099
"RLIM",-0.221451944755618,8.08772845531132,-2.90589065434474,0.00448089124314207,0.0118413756795596,-2.89735039019749
"SLC30A10",0.573873199703845,7.05901247326789,2.90588084226666,0.00448102097647134,0.0118413756795596,-2.89737674820185
"PPFIA1",0.251510711659547,7.86152806284503,2.90526503006879,0.00448917003351121,0.0118594096518223,-2.89903084224036
"TSG101",0.100770111783775,10.8362067797952,2.90434010943415,0.00450143512684197,0.0118883034485593,-2.90151465457285
"NR0B2",-0.468714902236453,5.67992827358773,-2.90389731702868,0.00450731775885077,0.0119003290754913,-2.90270350661302
"TANC1",0.156412040599595,9.78606652723071,2.90340022046035,0.00451393025653109,0.0119142740526895,-2.90403797667657
"PTTG1",0.222462763279135,9.94389342157086,2.90290807488427,0.00452048567717584,0.0119246046506126,-2.90535896488451
"GYS1",-0.131857141701067,8.99836575206796,-2.90284866619375,0.00452127759753366,0.0119246046506126,-2.90551841335662
"PER2",0.238596903683909,9.49635081493715,2.90280648752768,0.00452183991833238,0.0119246046506126,-2.90563161605549
"SNHG17",-0.288347742327436,8.7050676171141,-2.90063326009425,0.00455090024398149,0.0119977060908028,-2.91146242204308
"MAPK10",-0.176928606883532,7.6076029479333,-2.89933399404925,0.00456835586143604,0.0120401795782858,-2.91494660617996
"TGFB1I1",-0.319375654953957,8.72442492095603,-2.89890625044756,0.00457411603733995,0.0120518130907312,-2.91609337757693
"GIMAP6",-0.330907539987532,8.45941113618719,-2.89846823788811,0.00458002141467936,0.0120638222199542,-2.91726753112169
"TSR2",0.112632506166536,8.49876156253833,2.89633121715423,0.00460893377083127,0.0121364070736036,-2.92299395391327
"SARAF",-0.118974120543777,11.9956381542726,-2.89542855247164,0.00462119647365381,0.012165119679101,-2.92541168403042
"MANEAL",0.185932348637856,8.34088522515705,2.89436856660214,0.00463563464732419,0.0121995405636371,-2.92824997267502
"THNSL2",-0.342422526881859,6.89782462862127,-2.8940170238433,0.00464043218967303,0.0122085775475,-2.92919109221278
"CNNM3",0.190936508186697,8.14095262582291,2.89273453121775,0.00465797320425912,0.0122481432268887,-2.93262364682725
"EEF2",-0.149172021994875,12.9534683773804,-2.89271746407406,0.00465820704652698,0.0122481432268887,-2.93266931784022
"FBLN5",-0.523326232875131,7.04041089225313,-2.89249146613365,0.0046613045318805,0.0122526892172419,-2.93327405797847
"TNFRSF17",-0.548343797063798,8.84262877266085,-2.89227779753218,0.00466423477343996,0.0122567930515433,-2.93384576958264
"OAS3",-0.221748768255433,9.02788033011426,-2.89217264350031,0.00466567747224754,0.0122569866223686,-2.93412711633951
"PUDP",0.26135983607234,9.76430481348794,2.89182571529914,0.00467044018677886,0.0122658993817046,-2.93505528473927
"KDM4A",0.172792353693777,8.1507566527016,2.89164047462903,0.00467298504403461,0.0122689839000709,-2.93555083715802
"MTMR4",0.130159454535228,9.12038705564215,2.89034310012394,0.00469084424996229,0.0123122628466469,-2.93902079420947
"DUSP6",-0.191894968726284,11.2905012168766,-2.88892884644974,0.00471038377191142,0.0123599255304581,-2.94280185020106
"MRRF",0.179013736884236,8.28641261165134,2.88822599280823,0.00472012227339872,0.0123818501944737,-2.94468036919217
"PPIB",-0.105689824816382,12.8400512340624,-2.88770610904742,0.00472733749886995,0.0123971448820687,-2.94606961432415
"C17orf97",0.36579579916274,7.65985402751359,2.88679092958165,0.00474006346254701,0.0124268779444168,-2.948514661575
"HOXB4",-0.273848350840452,7.29224713975219,-2.8864252168127,0.00474515764713442,0.0124365914563216,-2.94949153724133
"TDRD7",0.146550449710967,9.11998746067317,2.88490945616877,0.00476632502991625,0.0124884132258824,-2.9535392488421
"ANXA2P2",-0.221331939010622,12.1397541914701,-2.88415820469611,0.00477684825241645,0.0125123236992055,-2.95554473346328
"RBM25",-0.278656386273967,8.81326522962558,-2.88321625038859,0.00479007290235336,0.0125432941488066,-2.95805867709065
"TTC19",0.145721383697032,10.4146739288814,2.88273812408684,0.0047967984518248,0.0125572329061951,-2.95933446202702
"ZNFX1",-0.243067080561536,9.73299911993121,-2.88012299768845,0.00483373767866576,0.0126469286830944,-2.96630922557584
"EGR2",-0.426104169696437,7.84612867352847,-2.88005719266909,0.00483467054778371,0.0126469286830944,-2.96648466374599
"DHX9",-0.174047367548038,9.53878491068616,-2.88001282905284,0.00483529955123781,0.0126469286830944,-2.96660293656489
"MARCH8",-0.13563498496131,9.17999539106426,-2.87911549247368,0.00484803845199475,0.012673678230397,-2.9689948916815
"TSPYL2",-0.286460332950217,8.39546356858711,-2.87909302084277,0.00484835786206965,0.012673678230397,-2.9690547842979
"TMEM231",0.232151626664789,6.98971451972171,2.87883406810742,0.00485203999087055,0.0126796012954653,-2.96974493058019
"DECR2",0.189786899781344,8.60621728802363,2.87764313989485,0.00486900723584664,0.0127202281244631,-2.97291824612585
"SEC63",-0.128949695560234,10.0435559302011,-2.87676541766741,0.00488154704985547,0.0127492680097305,-2.97525628682876
"CDC42EP1",0.245686641539751,8.2864761445604,2.87559516260974,0.0048983123171728,0.0127893234691304,-2.9783726212433
"STAT6",-0.179601139869554,11.1126427672641,-2.87527041362615,0.00490297408206382,0.0127977629611421,-2.97923722146063
"KXD1",-0.106294065797791,9.6908311897693,-2.8743596041152,0.00491607046482497,0.0128282071907834,-2.9816616854582
"C2orf42",-0.135041528826973,8.04124334797143,-2.87414814860766,0.0049191155372364,0.0128324129967592,-2.98222446083102
"TAGLN2",-0.159986437372352,11.8841684985095,-2.87362762229498,0.00492661877029696,0.0128482428926504,-2.98360965844493
"CDKN3",0.279946968597541,8.79278265892636,2.87125743837091,0.00496091723212784,0.0129339231156787,-2.98991437053779
"DENND6A",-0.160464938210941,9.73717427158795,-2.87082650318996,0.00496717669678765,0.0129464724792838,-2.9910601867865
"SARS2",0.171953666819318,7.82391507615841,2.86971044393328,0.00498342149601333,0.0129850327863234,-2.99402700348097
"SECISBP2L",-0.159545481769417,9.28566233830824,-2.86918943534581,0.00499102171088459,0.0130010524811026,-2.9954116628294
"WDR5",0.131133606211869,8.2520222239793,2.86878270329297,0.0049969623054983,0.0130127409892747,-2.9964924662493
"CPT2",0.216289567934858,8.37145262749352,2.86833325908626,0.00500353428330998,0.013026066425843,-2.99768661642479
"CPT1A",0.21033949980735,10.074943842349,2.86705430616676,0.00502227912327763,0.0130710654042746,-3.00108385734517
"GPAT4",-0.152417346015858,9.12859439599778,-2.86675965680362,0.00502660674042435,0.013078526633833,-3.00186634206031
"KEAP1",0.115444435236101,9.24628431226017,2.86644597633981,0.00503121763272877,0.0130867203561362,-3.00269929143183
"ANO9",0.236906126767524,9.22478728291202,2.86467909161607,0.00505726220142777,0.0131506443477731,-3.00738964042421
"ATP11B",0.194895960565708,8.26662573204186,2.86423702382417,0.00506379776301386,0.0131638157294608,-3.00856276269545
"CDK5RAP3",-0.199082637526517,10.4304217688256,-2.86394634571484,0.00506809938906051,0.0131711738259096,-3.00933405577298
"PTPRU",-0.22429670919966,7.15628794176448,-2.86380108862535,0.00507025024467016,0.0131729397680011,-3.00971945984721
"GNPTAB",0.157495334462241,10.065089625475,2.8636607356598,0.0050723292789615,0.0131745181417297,-3.01009183621946
"HADHA",0.152913652614337,10.3791327858341,2.86312939858687,0.00508020700559501,0.0131911523553051,-3.01150140823853
"ZFAND2A",0.323651486694868,10.2961465663118,2.86282694091194,0.00508469632296104,0.0131989812059931,-3.01230369183393
"SLC28A2",0.810297703630803,8.8453194622722,2.85722881672411,0.00516844768391591,0.0134124962649563,-3.0271399517351
"LMBR1L",-0.156913880674994,8.21902156617281,-2.85526926728961,0.00519806129172335,0.0134854369008401,-3.03232734195143
"PQLC2",-0.240007394852618,7.0033907545689,-2.8549465925684,0.00520295258809704,0.0134942162575993,-3.03318124730604
"SND1-IT1",-0.466238179462881,6.78793987945466,-2.85437773851157,0.0052115858943753,0.0135126928793345,-3.03468642527927
"IKBKG",-0.140671303296415,8.35446359001202,-2.85410894713064,0.00521566981698197,0.0135193664943369,-3.0353975536693
"ACTC1",-0.39320034119589,7.0516202927978,-2.85200088353292,0.00524780085967021,0.0135987152233364,-3.04097277613725
"KIAA0753",0.130340045152092,8.3011479138555,2.85179214816201,0.00525099224906649,0.0136030479183716,-3.04152463011446
"MORN2",0.187954347223052,8.19509022126526,2.85135077497222,0.00525774633415225,0.0136166048393593,-3.04269141788761
"COPZ2",-0.361571598606648,6.83289707953983,-2.84987220212942,0.00528043015148261,0.0136713970926038,-3.04659896256959
"ZNF207",-0.268572949360529,9.50146867997348,-2.84971205627526,0.00528289243611711,0.0136738178608143,-3.04702208929736
"DPM1",-0.110072034697702,11.1352070590325,-2.84947298360195,0.00528657019918039,0.0136767984831745,-3.04765371348556
"KRIT1",0.414100027763685,7.22515571701516,2.84943860549242,0.00528709924609259,0.0136767984831745,-3.04774453589811
"EPHB4",0.224877620526932,8.76083948420858,2.84813626502358,0.00530717681360876,0.0137247700786364,-3.05118445861281
"CLCA1",1.11580329416388,11.6922724550071,2.84766179414359,0.00531450885267161,0.0137397625636642,-3.05243736369856
"NDUFB7",0.191854982293789,9.28497957100983,2.84575522588229,0.00534406488975234,0.0138121861887854,-3.05747012180241
"SDHB",0.151463079307291,10.1349105221899,2.84534673678177,0.00535041693384241,0.0138246126432009,-3.05854803422396
"BNC2",-0.298642142103785,6.89622714337703,-2.84490548475535,0.00535728621549544,0.0138383679998069,-3.05971225242015
"GGTA1P",0.218398925128802,7.47355801135938,2.84463803252061,0.0053614537649907,0.0138451386091612,-3.06041783482656
"C6orf132",0.306623763593358,7.42801627920883,2.84275113861705,0.00539094060902722,0.0139172696864535,-3.06539415862442
"RPL29",-0.135594445021395,12.6592304580253,-2.84250211683388,0.00539484319585305,0.013922771776943,-3.06605069571146
"ORC5",0.136034862897487,8.56220043108723,2.84241672212055,0.00539618206924967,0.013922771776943,-3.06627582453683
"C20orf194",-0.374827335333476,6.50323239684401,-2.84193074835779,0.0054038072758232,0.0139384288506036,-3.06755690286492
"HIST1H2BK",-0.147104573986513,11.4665743104797,-2.84020452027651,0.00543097264506888,0.014004463735974,-3.07210591120382
"TMEM171",0.298502490321464,8.34192899281374,2.84002591528446,0.00543379045094897,0.0140076953375601,-3.07257644176782
"MRPL35",0.249786316602281,9.21682551235791,2.83990343212795,0.00543572361071796,0.0140077925360541,-3.07289910610039
"MAGIX",0.226853468035926,7.7759294222659,2.83982528508813,0.00543695733975069,0.0140077925360541,-3.07310496707528
"HIST1H2BD",0.237724609847141,9.79855305270801,2.83863825069453,0.00545572894232278,0.01405211197371,-3.0762313501196
"BPHL",0.202652763336234,7.57088301877561,2.83810571781341,0.00546416961710466,0.0140698045964734,-3.07763355992001
"SPTSSA",0.162407863733273,11.142515644745,2.83730525720749,0.0054768794602188,0.0140984766553591,-3.07974082628928
"RNF125",0.324544206530842,7.54511929656762,2.83596344077517,0.00549824578038897,0.0141494091612022,-3.08327210947729
"ZG16B",0.352165528706817,10.8667332294854,2.83507831551916,0.00551238176119258,0.0141817108930911,-3.08560072900738
"LOC100131541",-0.432543681099641,6.71099377032797,-2.83496612522562,0.00551417588171301,0.0141822512694561,-3.08589583894887
"KLHDC1",-0.25364938469075,6.72072571148068,-2.83482394170163,0.00551645041501835,0.0141840265840492,-3.08626982997825
"TTLL12",0.182964329439994,10.1943386399197,2.83396020148712,0.00553028627971543,0.0142155191106208,-3.08854141617449
"PCSK5",-0.316714400804911,7.66666582377891,-2.83341033674178,0.00553911085853115,0.0142341158198707,-3.08998722017249
"RASAL3",-0.285312878168743,8.09162839595277,-2.833269910571,0.00554136657259175,0.0142343659681035,-3.09035641567455
"ATE1",0.156364482685905,9.51393494660653,2.83320634031367,0.00554238800009035,0.0142343659681035,-3.09052354357563
"HIP1R",0.174473378223411,8.61336468391859,2.83287864212939,0.00554765608956119,0.0142438098565648,-3.09138502000855
"COMMD7",0.118577325282688,9.87051690907728,2.83080233564867,0.00558114155722693,0.0143256767092468,-3.09684138403901
"SOCS6",0.249812213150841,8.91741237416703,2.8302097852715,0.00559073174482184,0.0143420866659895,-3.09839793098003
"RABIF",0.137088951004075,7.63206723832187,2.83020936356985,0.00559073857526005,0.0143420866659895,-3.09839903863208
"MBOAT2",0.255988226259803,8.92152977414921,2.82988942723075,0.00559592288972322,0.0143505484662794,-3.09923935074314
"C1QTNF1",-0.222141159206135,8.04984554799879,-2.8298080126294,0.00559724285091562,0.0143505484662794,-3.09945317305944
"HEG1",-0.301325529567018,8.21261764096536,-2.8289381691643,0.00561136327542149,0.0143826325235753,-3.10173734838284
"CTSF",-0.225969538619798,7.54694315798706,-2.8285725680111,0.00561730791246363,0.0143937486377467,-3.10269722370777
"ACOX2",0.266527560244627,7.12005263363793,2.82788531423925,0.00562849819234033,0.0144182959416375,-3.1045013016805
"UROD",-0.158908957496647,9.96170604778353,-2.82695405816058,0.00564369402000444,0.0144530871170194,-3.1069453007538
"NDUFB10",0.166563431231247,10.8994887221835,2.82679683612379,0.005646263201605,0.0144534802105503,-3.10735784815356
"ACTR3C",0.18072226403998,7.61796972070667,2.82674709420544,0.00564707626231486,0.0144534802105503,-3.10748836584177
"RAB1B",0.155348761504978,10.7377471310487,2.82659495355727,0.00564956375518366,0.0144557142898426,-3.10788755509802
"THYN1",0.15315921342011,9.09104780755905,2.82456979621,0.00568277063750714,0.0145365272907433,-3.11319944784766
"TMEM208",-0.119417731439819,9.95240335590617,-2.82371521504068,0.0056968368748662,0.0145683463412388,-3.11543999729107
"MAP4K5",0.137068772598692,9.1236881193161,2.82353619777457,0.00569978749664191,0.0145717297137164,-3.11590927308603
"RUSC1",0.155983809015232,9.7710267906364,2.82128113845429,0.00573707607443069,0.014662872422032,-3.1218185051373
"ABI3",-0.215570469637127,7.90792046735331,-2.82110767737927,0.00573995356737423,0.0146660400367299,-3.12227288097858
"PRKAR2B",-0.282896258363527,9.47536139257516,-2.81695888958255,0.0058091712128586,0.014836440841777,-3.13313337621623
"LBH",-0.35142984413378,9.14460865908258,-2.81691194065205,0.00580995885080645,0.014836440841777,-3.13325619856874
"BCAR1",0.202475614779306,8.23211829628355,2.81645665492014,0.0058176020123671,0.0148517225026298,-3.13444717346355
"ZSCAN16",0.154268375983503,7.59744683290264,2.81295381884142,0.00587671453614588,0.0149983538318455,-3.14360467599858
"SUPV3L1",0.153365984655367,8.72751448321126,2.8120861851672,0.00589144101678765,0.0150316532981761,-3.14587143221911
"CISD1",0.132320638828871,9.94847797649455,2.8099745531733,0.00592742318295167,0.0151191509279106,-3.15138572207258
"RFXANK",-0.171257959939593,8.65173567637594,-2.80740683753811,0.0059714476709062,0.0152271065216813,-3.1580862419507
"LAIR2",-0.513613403553236,7.22784001055505,-2.80609839670146,0.00599399618278047,0.01528025279739,-3.16149863307928
"FBXO2",-0.274831774658925,7.11410002681258,-2.8053178477137,0.00600748450962045,0.0153102786264252,-3.16353364215637
"CD2",-0.378843550139946,9.01347399215759,-2.80337359686056,0.00604120296858759,0.0153918298741504,-3.16860048795319
"JAK1",-0.178460854752672,10.2201549297484,-2.80296074874932,0.00604838507473427,0.0154057444023032,-3.16967600972189
